200204010001,2002,4,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","04/01/2002: Five Molotov cockatil firebombs were launched at a Belgian synagogue located in the Anderlecht suburb of Brussels. Two firebombs hit the building, breaking through windows, and caused a fire. Local fire patrols contained the fire withing 45 minutes, and no one was injured. The attack was blamed on rising tensions over the Israeli-Palestinian battles. There were no suspects.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Unknown,A Belgian synagogue in Anderlict.,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"\"\"Belgian Government Condems Arson Attack Against Synagogue","\"\" Groot Bijgaarden de Standaard website","04/02/2002.\"","\"\"\"Belgium: Synagogue Targeted in Arson Attack in Brussles","\"\" Groot Bijgaarden de Standaard website","04/01/2002.\"","\"Jacques Remertz, \"\"Belgian Synagogue Petrol Bombed; vox pop",official reaction,"\"\" Brussels RTBF La Premier Radio"
198504210001,1985,4,21,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,"",AEG- telefunker electronics Firm,75,Germany,"","","","","","","","","","","","","","","","",Proletarian Revolutionary Action Front (FRAP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),1,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198505010013,1985,5,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,82,Labor Union Related,"",European Common Market Economic& social council and Belgian employers assc.,422,International,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Explosive,2,"","",12,"","",1,"","","","Damages: explosion, fire broke out, extent of damage unknown",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198505060002,1985,5,6,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",Offices of Gendarmerie,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198506220001,1985,6,22,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,"",Office of Bayer (chemical group),362,West Germany (FRG),"","","","","","","","","","","","","","","","",Peace Conquerors,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198510070015,1985,10,7,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",Sibelgaz Gas Co. Offices,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198510120001,1985,10,12,"",0,"",21,8,Western Europe,Wallonia,Charleroi,50.412431,4.443722,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,5,Industrial/Textiles/Factory,"",headquarters of a steel company,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198510150004,1985,10,15,"",0,"",21,8,Western Europe,Wallonia,Dour,50.39633,3.781435,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,112,Legal Services,"",Lawyers Office,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198510200003,1985,10,20,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"",car of Pierre Galand chairman of national Action committee for peace&devel.,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198511040001,1985,11,4,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Bruxeeles -Labert Bank,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198511040002,1985,11,4,"",0,"",21,8,Western Europe,Wallonia,Charleroi,50.412431,4.443722,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Societe Generale de Banque(bank),21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198511050002,1985,11,5,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Hannover Bank,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198511050003,1985,11,5,"",0,"",21,8,Western Europe,Flanders,Louvain,50.883098,4.699611,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Head office of Kredietbank,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,2,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198511090001,1985,11,9,"",0,"",21,8,Western Europe,Flanders,Aalst,50.9341,4.04513,1,0,"","",0,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Supermarket,21,Belgium,"","","","","","","","","","","","","","","","",Crazy Brabant Killers,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","",Sawed off shotguns,7,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198511210001,1985,11,21,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,"",Motorola Company bldg.,217,United States,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198512040003,1985,12,4,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Bank of America,217,United States,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198512060001,1985,12,6,"",0,"",21,8,Western Europe,Flanders,Wortegem,50.85304,3.50797,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",Nato Oil Installation,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198512060002,1985,12,6,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",Nato Pipeline,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198512060003,1985,12,6,"",0,"",21,8,Western Europe,Wallonia,Liege,50.632557,5.579666,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),14,Judge/Attorney/Court,"",courthouse,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",1,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","","","","",1,"","","","Damages: explosion, ceiling collapsed (courthouse)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198608220001,1986,8,22,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,"",near offices of Belgian trade union and U.S. General Motors,21,Belgium,1,Business,3,Bank/Commerce,"",near offices of Belgian trade union and U.S. General Motors,217,United States,"","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198609290005,1986,9,29,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,82,Labor Union Related,"",headquarters of Masonic Lodge,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198611130001,1986,11,13,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Belgiums Main Synagogue,21,Belgium,"","","","","","","","","","","","","","","","",The Call of Jesus Christ,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"",0,0,"",0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198710070008,1987,10,7,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,syria stat dept,"1st secretary, syrian embassy, antanios hanna",200,Syria,"","","","","","","","","","","","","","","","",Syrian Mujahideen,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
198802190001,1988,2,19,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,7,Retail/Grocery/Bakery,Bus Dom.,Hardware Store,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198804240001,1988,4,24,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Police,Police Vehicles (3),21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,3,Minor (likely < $1 million),30000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198804240002,1988,4,24,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Police,Police Vehicles (7),21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,3,Minor (likely < $1 million),80000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198808120010,1988,8,12,"",0,"",21,8,Western Europe,Flanders,Ostend,51.215016,2.928799,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.K Military,Warrant Officer Richard Heakin,216,Great Britain,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
198812060001,1988,12,6,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",8,Educational Institution,49,School/University/Educational Building,Brussels University,Lecture Hall,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198901140011,1989,1,14,"",1,2/13/1989,21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Christian Democratic Party,Former Prime Minister Paul Vanden Boeynants,21,Belgium,"","","","","","","","","","","","","","","","",Socialist Revolutionary Brigade,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",0,"","",0,"","","","",1,1,0,0,30,"",Belgium,1,5000000,"",2500000,"","",2,Hostage(s) released by perpetrators,1,"","","","",PGIS,0,0,0,0,""
198903280002,1989,3,28,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",2,Government (General),21,Government Building/Facility/Office,Yugoslav govt,Yugoslav National Tourist Board Office,235,Yugoslavia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198903300004,1989,3,30,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",15,Religious Figures/Institutions,85,Religious Figure,Mosque,Leader Abdullah Al Ahdal,173,Saudi Arabia,15,Religious Figures/Institutions,86,Place of Worship,Mosque,Salim Bahri,208,Tunisia,"","","","","","","","",Soldiers of Truth,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,2,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198906200001,1989,6,20,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Saudi Arabian Embassy,Cleaner/Janitor Samir Gah El-Rassoul,60,Egypt,"","","","","","","","","","","","","","","","",Arabian Peninsula Freemen,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198910040003,1989,10,4,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",12,NGO,61,Domestic NGO,Coordination Committee for Jewish Organizations in,Dr. Joseph Wybran*,21,Belgium,"","","","","","","","","","","","","","","","",Soldiers of Truth,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198912010002,1989,12,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",8,Educational Institution,49,School/University/Educational Building,Free University of Belgium,"classroom, law faculty",21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198912160001,1989,12,16,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Syrian State Department,First Secretary Anwar Al-Fadel,200,Syria,"","","","","","","","","","","","","","","","",Survivors of Hama,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Grenade,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199002250005,1990,2,25,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,82,Labor Union Related,Committee for the Defense of Human Rights in*,"Leader, Enver Hadri",5,Albania,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199003230014,1990,3,23,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,"","",Space Research Corp,Gerald Bull*,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,1,"",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199107000002,1991,7,0,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",12,NGO,62,International NGO,amnesty international,office,217,United States,"","","","","","","","","","","","","","","","",Kurdish Dissidents,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199107120001,1991,7,12,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Yugoslav state dept,yugoslav embassy,235,Yugoslavia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",12,Other,"","","","","","","","","","","","","","",Explosive detonator - no explosive device,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199107130001,1991,7,13,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,Turkish airlines,office,209,Turkey,"","","","","","","","","","","","","","","","",Dev Sol,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199107180009,1991,7,18,"",0,"",21,8,Western Europe,Wallonia,Liege,50.632557,5.579666,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Govt,"Andre cools, former Minister of Economic Affairs",21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199108090013,1991,8,9,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,Turkish Airlines,Offices,209,Turkey,"","","","","","","","","","","","","","","","",Kurdish Militants,"","","","","","",0,"","",0,10,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199112270006,1991,12,27,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",1,Business,3,Bank/Commerce,"",Turkish Bank*,209,Turkey,"","","","","","","","","","","","","","","","",Kurdish Separatists,"","","","","","",1,"","",0,7,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199202040017,1992,2,4,"",1,3/6/1992,21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,68,Named Civilian,"",Anthony De Clerk,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",0,"","",0,"","","","",0,"","","","","",Belgium,1,"","",7500000,"","",2,Hostage(s) released by perpetrators,"","","","","",PGIS,-9,-9,0,-9,""
199203120001,1992,3,12,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,82,Labor Union Related,Association of Italian Socialists,Gaglio Salvatore,98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199203230009,1992,3,23,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Turkey State Dept,Turkish Embassy,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,9,Melee,21,Blunt Object,"","","","","","","","",Hammer; Rocks,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199203230010,1992,3,23,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",12,NGO,62,International NGO,European Community,European Parliament Bldg*,422,International,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,150,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
